Code_commune_INSEE;Nom_commune;Code_postal
51270;GIGNY BUSSY;51290
53191;LA ROE;53350
51275;GLANNES;51300
53192;LA ROUAUDIERE;53390
51289;HEILTZ LE MAURUPT;51340
53197;ST AIGNAN SUR ROE;53390
51291;HERMONVILLE;51220
53201;ST BERTHEVIN;53940
51298;IGNY COMBLIZY;51700
53203;ST BRICE;53290
51306;JOISELLE;51310
53213;ST ELLIER DU MAINE;53220
51314;LAGERY;51170
53214;ST ERBLON;53390
51336;MAFFRECOURT;51800
53228;BLANDOUET ST JEAN;53270
51343;MARCILLY SUR SEINE;51260
53242;ST MICHEL DE LA ROE;53350
51346;MAREUIL LE PORT;51700
53247;ST PIERRE LA COUR;53410
51349;MARGERIE HANCOURT;51290
53258;LA SELLE CRAONNAISE;53800
51350;MARGNY;51210
53265;TORCE VIVIERS EN CHARNIE;53270
51352;MAROLLES;51300
53265;TORCE VIVIERS EN CHARNIE;53270
51359;MECRINGES;51210
53267;VAIGES;53480
51369;MOEURS VERDEY;51120
53271;VILLAINES LA JUHEL;53700
51373;MONCETZ L ABBAYE;51290
53273;VILLIERS CHARLEMAGNE;53170
51377;MONTEPREUX;51320
54006;AGINCOURT;54770
51378;MONTHELON;51530
54007;AINGERAY;54460
51381;MONTMORT LUCY;51270
54008;ALLAIN;54170
51403;NOGENT L ABBESSE;51420
54009;ALLAMONT;54800
51404;NOIRLIEU;51330
54021;ARMAUCOURT;54760
51426;PEAS;51120
54035;AVRICOURT;54450
51428;LES PETITES LOGES;51400
54039;BACCARAT;54120
51430;PIERRE MORAINS;51130
54039;BACCARAT;54120
51435;POCANCY;51130
54042;BAINVILLE AUX MIROIRS;54290
51450;PUISIEULX;51500
54044;BARBAS;54450
51452;RAPSECOURT;51330
54045;BARBONVILLE;54360
51453;RECY;51520
54051;BATILLY;54980
51458;REUVES;51120
54055;BAYONVILLE SUR MAD;54890
51459;REVEILLON;51310
54059;BELLEAU;54610
51461;RILLY LA MONTAGNE;51500
54062;BENNEY;54740
51466;ROMIGNY;51170
54069;BEUVILLERS;54560
51469;ROUFFY;51130
54072;BEZAUMONT;54380
51482;ST GERMAIN LA VILLE;51240
54074;BIENVILLE LA PETITE;54300
51487;ST HILAIRE LE PETIT;51490
54079;BLENOD LES PONT A MOUSSON;54700
51488;ST IMOGES;51160
54080;BLENOD LES TOUL;54113
51492;ST JUST SAUVAGE;51260
54081;BOISMONT;54620
51493;ST LEONARD;51500
54089;BOUXIERES AUX CHENES;54770
51498;ST MARD SUR AUVE;51800
54090;BOUXIERES AUX DAMES;54136
51503;ST MARTIN L HEUREUX;51490
54092;BOUZANVILLE;54930
51509;ST PIERRE;51510
54098;BREMONCOURT;54290
51511;ST QUENTIN LE VERGER;51120
54099;VAL DE BRIEY;54150
51516;ST SATURNIN;51260
54104;BUISSONCOURT;54110
51518;ST THIERRY;51220
51520;ST UTIN;51290
51524;SARON SUR AUBE;51260
51529;SELLES;51490
51535;SEZANNE;51120
51551;SOMSOIS;51290
51568;THIL;51220
51576;TOURS SUR MARNE;51150
51577;TRAMERY;51170
51578;TRECON;51130
51585;TROISSY;51700
51594;VASSIMONT ET CHAPELAINE;51320
51595;VATRY;51320
51597;VAUCIENNES;51480
51599;VAUDEMANGE;51380
51601;VAVRAY LE GRAND;51300
51603;VELYE;51130
51613;VERZENAY;51360
51624;VILLE EN TARDENOIS;51170
51626;LA VILLENEUVE LES CHARLEVILLE;51120
51630;VILLERS AUX BOIS;51130
51633;VILLERS FRANQUEUX;51220
51635;VILLERS LE SEC;51250
51640;VILLE SUR TOURBE;51800
51641;VILLEVENARD;51270
51647;VITRY EN PERTHOIS;51300
51648;VITRY LA VILLE;51240
51648;VITRY LA VILLE;51240
51650;VOILEMONT;51800
51655;VOUZY;51130
51657;VRIGNY;51390
51663;MAGENTA;51530
52004;AINGOULAINCOURT;52230
52008;ANDELOT BLANCHEVILLE;52700
52009;ANDILLY EN BASSIGNY;52360
52012;ANNONVILLE;52230
52044;ROCHES BETTAINCOURT;52270
52056;BLESSONVILLE;52120
52058;BOLOGNE;52310
52059;BONNECOURT;52360
52060;BOURBONNE LES BAINS;52400
52064;BOURMONT ENTRE MEUSE ET MOUZON;52150
52074;BREUVANNES EN BASSIGNY;52240
52076;BRICON;52120
52083;CHAMPSEVRAINE;52500
52083;CHAMPSEVRAINE;52500
52084;BUSSON;52700
52088;CEFFONDS;52220
52094;VALS DES TILLES;52160
52097;CHAMBRONCOURT;52700
52103;CHAMPIGNY SOUS VARENNES;52400
52105;CHANGEY;52360
52114;CHATEAUVILLAIN;52120
52118;CHATONRUPT SOMMERMONT;52300
52119;CHAUDENAY;52600
52121;CHAUMONT;52000
52121;CHAUMONT;52000
52123;CHEVILLON;52170
52126;CHOILLEY DARDENAY;52190
52131;CIRFONTAINES EN ORNOIS;52230
52140;COLOMBEY LES DEUX EGLISES;52330
52140;COLOMBEY LES DEUX EGLISES;52330
52146;COUPRAY;52210
52156;CUREL;52300
52160;DAILLANCOURT;52110
52163;DAMPIERRE;52360
52165;DANCEVOIR;52210
52168;DINTEVILLE;52120
52175;DONJEUX;52300
52179;DOULEVANT LE PETIT;52130
52182;ECLARON BRAUCOURT STE LIVIERE;52290
52182;ECLARON BRAUCOURT STE LIVIERE;52290
52182;ECLARON BRAUCOURT STE LIVIERE;52290
52183;ECOT LA COMBE;52700
52184;EFFINCOURT;52300
52189;LE VAL D ESNOMS;52190
52190;ESNOUVEAUX;52340
52193;EUFFIGNEIX;52000
52198;FAYS;52130
52208;FRESNES SUR APANCE;52400
52211;FRONCLES;52320
52227;GRAFFIGNY CHEMIN;52150
52229;GRENANT;52500
52231;GUINDRECOURT AUX ORMES;52300
52237;HARREVILLE LES CHANTEURS;52150
52240;HEUILLEY LE GRAND;52600
52242;HAUTE AMANCE;52600
52251;JONCHERY;52000
52258;LAFERTE SUR AUBE;52120
52264;LANEUVELLE;52400
52265;BAYARD SUR MARNE;52170
52265;BAYARD SUR MARNE;52170
52277;LAVILLENEUVE;52140
52278;LAVILLENEUVE AU ROI;52330
52282;LEFFONDS;52210
52284;LESCHERES SUR LE BLAISERON;52110
52288;LEZEVILLE;52230
52291;LONGCHAMP;52240
52292;LONGEAU PERCEY;52250
52301;MAISONCELLES;52240
52306;MANOIS;52700
52328;MONTCHARVOT;52400
52330;MONTHERIES;52330
52342;MORIONVILLIERS;52700
52350;NEUVELLE LES VOISEY;52400
52353;NOGENT;52800
52356;NOMECOURT;52300
52357;NONCOURT SUR LE RONGEANT;52230
52363;ORBIGNY AU VAL;52360
52369;ORQUEVAUX;52700
52371;OUDINCOURT;52310
52374;LE PAILLY;52600
54108;BURTHECOURT AUX CHENES;54210
52377;PARNOY EN BASSIGNY;52400
54113;CHAMPENOUX;54280
52383;PERRANCEY LES VIEUX MOULINS;52200
54119;CHAREY;54470
52388;PIERREMONT SUR AMANCE;52500
54128;CHOLOY MENILLOT;54200
52391;PLANRUPT;52220
54128;CHOLOY MENILLOT;54200
52395;POINSON LES GRANCEY;52160
54129;CIREY SUR VEZOUZE;54480
52397;POISEUL;52360
54132;CLEREY SUR BRENON;54330
52398;POISSONS;52230
54133;COINCOURT;54370
52400;LE CHATELET SUR MEUSE;52400
54139;COURBESSEAUX;54110
52403;PRASLAY;52160
54140;COURCELLES;54930
52405;LE MONTSAUGEONNAIS;52190
54146;CREZILLES;54113
52406;PRESSIGNY;52500
54148;CROISMARE;54300
52411;RIVES DERVOISES;52220
54152;DAMELEVIERES;54360
52413;RACHECOURT SUZEMONT;52130
54153;DAMPVITOUX;54470
52422;RICHEBOURG;52120
54157;DIEULOUARD;54380
52429;ROCHES SUR MARNE;52410
54161;DOMEVRE SUR VEZOUZE;54450
52432;ROLAMPONT;52260
54162;DOMGERMAIN;54119
52448;ST DIZIER;52100
54163;DOMJEVIN;54450
52467;SAVIGNY;52500
54168;DOMMARTIN SOUS AMANCE;54770
52472;SEXFONTAINES;52330
54169;DOMPRIX;54490
52473;SIGNEVILLE;52700
54171;DONCOURT LES CONFLANS;54800
52474;SILVAROUVRES;52120
54173;DROUVILLE;54370
52479;SOMMEVOIRE;52220
54174;ECROUVES;54200
52497;TROISFONTAINES LA VILLE;52130
54178;EPIEZ SUR CHIERS;54260
52502;VALLERET;52130
54179;EPLY;54610
52515;VERSEILLES LE BAS;52250
54188;FAULX;54760
52519;VESVRES SOUS CHALANCEY;52190
54189;FAVIERES;54115
52523;VIGNES LA COTE;52700
54190;FECOCOURT;54115
52524;VIGNORY;52320
54195;FLAINVAL;54110
53003;AMBRIERES LES VALLEES;53300
54201;FONTENOY LA JOUTE;54122
53008;ARON;53440
54203;FORCELLES ST GORGON;54330
53015;LA BACONNIERE;53240
54204;FORCELLES SOUS GUGNEY;54930
53022;LA BAZOUGE DE CHEMERE;53170
54209;FRANCONVILLE;54830
53028;BELGEARD;53440
54215;FROUARD;54390
53033;LA BOISSIERE;53800
54217;GELACOURT;54120
53035;BOUCHAMPS LES CRAON;53800
54218;GELAUCOURT;54115
53036;BOUERE;53290
54222;GERBEVILLER;54830
53038;BOULAY LES IFS;53370
54223;GERMINY;54170
53039;LE BOURGNEUF LA FORET;53410
54224;GERMONVILLE;54740
53040;BOURGON;53410
54227;GIRAUMONT;54780
53047;CARELLES;53120
54233;GONDREXON;54450
53061;CHARCHIGNE;53250
54235;GOVILLER;54330
53069;CHEVAIGNE DU MAINE;53250
54236;GRAND FAILLY;54260
53071;COLOMBIERS DU PLESSIS;53120
54236;GRAND FAILLY;54260
53077;COSSE LE VIVIEN;53230
54238;GRIPPORT;54290
53096;ERNEE;53500
54243;HABLAINVILLE;54120
53109;GRAZAY;53440
54247;HAMMEVILLE;54330
53111;LA HAIE TRAVERSAINE;53300
54251;HARBOUEY;54450
53112;LE HAM;53250
54254;HAUCOURT MOULAINE;54860
53126;LARCHAMP;53220
54255;HAUDONVILLE;54830
53128;LAUBRIERES;53540
54265;HOUDEMONT;54180
53130;LAVAL;53000
54266;HOUDREVILLE;54330
53133;LIGNIERES ORGERES;53140
54270;HUSSIGNY GODBRANGE;54590
53136;LA ROCHE NEUVILLE;53360
54273;JARNY;54800
53137;LOIRON RUILLE;53320
54276;JEANDELAINCOURT;54114
53137;LOIRON RUILLE;53320
54277;JEANDELIZE;54800
53148;MEE;53400
54287;LACHAPELLE;54120
53151;MERAL;53230
54288;LAGNEY;54200
53155;MONTENAY;53500
54289;LAITRE SOUS AMANCE;54770
53162;MOULAY;53100
54291;LALOEUF;54115
53170;OISSEAU;53300
54298;LANEUVEVILLE DERRIERE FOUG;54570
53175;PARNE SUR ROC;53260
54301;LANFROICOURT;54760
53181;PONTMAIN;53220
54302;LANTEFONTAINE;54150
53202;ST BERTHEVIN LA TANNIERE;53220
54304;LAXOU;54520
53204;ST CALAIS DU DESERT;53140
54305;LAY ST CHRISTOPHE;54690
53209;ST CYR LE GRAVELAIS;53320
54309;LEMAINVILLE;54740
53218;STE GEMMES LE ROBERT;53600
54313;LETRICOURT;54610
53220;ST GEORGES LE FLECHARD;53480
54314;LEXY;54720
53221;ST GEORGES SUR ERVE;53600
54315;LEYR;54760
53223;ST GERMAIN DE COULAMER;53700
54322;LONGUYON;54260
53229;ST JEAN SUR MAYENNE;53240
54330;LUPCOURT;54210
53234;ST LOUP DU GAST;53300
54335;MAIXE;54370
53236;ST MARS DU DESERT;53700
54338;MALLELOY;54670
53243;ST OUEN DES TOITS;53410
54340;MAMEY;54470
53253;ST SATURNIN DU LIMET;53800
54344;MANGONVILLE;54290
53255;STE SUZANNE ET CHAMMES;53270
54345;MANONCOURT EN VERMOIS;54210
53262;SOULGE SUR OUETTE;53210
54351;MARBACHE;54820
53263;THUBOEUF;53110
54354;MARTHEMONT;54330
53272;VILLEPAIL;53250
54357;MAXEVILLE;54320
53274;VIMARCE;53160
54364;MEREVILLE;54850
54002;ABBEVILLE LES CONFLANS;54800
54368;MIGNEVILLE;54540
54003;ABONCOURT;54115
54376;MONTENOY;54760
54004;AFFLEVILLE;54800
54378;MONTIGNY SUR CHIERS;54870
54005;AFFRACOURT;54740
54389;MOUAVILLE;54800
54013;AMENONCOURT;54450
54390;MOUSSON;54700
54014;ANCERVILLER;54450
54391;MOUTIERS;54660
54016;ANDILLY;54200
54402;NORROY LE SEC;54150
54020;ANTHELUPT;54110
54405;OCHEY;54170
54038;AZERAILLES;54122
54410;ONVILLE;54890
54043;BAINVILLE SUR MADON;54550
54417;PAREY ST CESAIRE;54330
54048;LES BAROCHES;54150
54422;PETTONVILLE;54120
54048;LES BAROCHES;54150
54433;PORT SUR SEILLE;54700
54057;BEAUMONT;54470
54435;PRENY;54530
54059;BELLEAU;54610
54436;PREUTIN HIGNY;54490
54060;BELLEVILLE;54940
54455;REMENOVILLE;54830
54067;BEUVEILLE;54620
54456;REMEREVILLE;54110
54068;BEUVEZIN;54115
54459;RICHARDMENIL;54630
54070;BEY SUR SEILLE;54760
54460;ROGEVILLE;54380
54071;BEZANGE LA GRANDE;54370
54461;ROMAIN;54360
54082;BONCOURT;54800
54468;SAFFAIS;54210
54087;BOUILLONVILLE;54470
54473;ST FIRMIN;54930
54088;BOUVRON;54200
54475;ST GERMAIN;54290
54095;BRATTE;54610
54485;ST PANCRE;54730
54096;BREHAIN LA VILLE;54190
54487;ST REMY AUX BOIS;54290
54102;BRULEY;54200
54489;ST SUPPLET;54620
54492;SANZEY;54200
54497;SAXON SION;54330
54522;THOREY LYAUTEY;54115
54523;THUILLEY AUX GROSEILLES;54170
54525;TIERCELET;54190
54534;TRONDES;54570
54550;VATHIMENIL;54122
54558;VELAINE SOUS AMANCE;54280
54567;VILLACOURT;54290
54574;VILLERS LA CHEVRE;54870
54575;VILLERS LA MONTAGNE;54920
54578;VILLERS LES NANCY;54600
54585;VIRECOURT;54290
54597;XIROCOURT;54740
54600;XOUSSE;54370
54602;HAN DEVANT PIERREPONT;54620
55015;AULNOIS EN PERTHOIS;55170
55018;AUTREVILLE ST LAMBERT;55700
55040;BEAUSITE;55250
55040;BEAUSITE;55250
55043;BELLEVILLE SUR MEUSE;55430
55045;BELRUPT EN VERDUNOIS;55100
55051;BIENCOURT SUR ORGE;55290
55072;BRAQUIS;55400
55075;BRAUVILLIERS;55170
55078;BRIEULLES SUR MEUSE;55110
55081;BRIZEAUX;55250
55085;BROUSSEY RAULECOURT;55200
55099;CHAMPNEUVILLE;55100
55101;CHARDOGNE;55000
55114;CHONVILLE MALAUMONT;55200
55120;COMBLES EN BARROIS;55000
55122;COMMERCY;55200
55123;LES HAUTS DE CHEE;55000
55123;LES HAUTS DE CHEE;55000
55144;DAMMARIE SUR SAULX;55500
55150;DEMANGE BAUDIGNECOURT;55130
55157;DOMMARTIN LA MONTAGNE;55160
55162;DOMREMY LA CANNE;55240
55166;DUGNY SUR MEUSE;55100
55167;DUN SUR MEUSE;55110
55168;DUZEY;55230
55169;ECOUVIEZ;55600
55175;ERIZE LA BRULEE;55260
55189;FLEURY DEVANT DOUAUMONT;55100
55191;FOAMEIX ORNEL;55400
55192;FONTAINES ST CLAIR;55110
55198;FRESNES EN WOEVRE;55160
55202;FUTEAU;55120
55219;GRIMAUCOURT EN WOEVRE;55400
55224;HAIRONVILLE;55000
55237;HAUDIOMONT;55160
55253;LES ISLETTES;55120
55254;LES TROIS DOMAINES;55220
55254;LES TROIS DOMAINES;55220
55254;LES TROIS DOMAINES;55220
55255;JAMETZ;55600
55263;KOEUR LA GRANDE;55300
55268;LACROIX SUR MEUSE;55300
55270;LAHAYVILLE;55300
55274;LAMORVILLE;55300
55285;LAVOYE;55120
55306;LOUPPY SUR LOISON;55600
55311;MAIZERAY;55160
55317;MANHEULLES;55160
55322;MARSON SUR BARBOURE;55190
55335;MENIL SUR SAULX;55500
55347;LES MONTHAIRONS;55320
55353;MONTSEC;55300
55358;CHANTERAINE;55500
55360;MOUILLY;55320
55362;MOULINS ST HUBERT;55700
55376;NANTOIS;55500
55379;LE NEUFOUR;55120
55385;NIXEVILLE BLERCOURT;55120
55398;PAGNY SUR MEUSE;55190
55404;PIERREFITTE SUR AIRE;55260
55409;PRETZ EN ARGONNE;55250
55419;RECICOURT;55120
55422;REGNEVILLE SUR MEUSE;55110
55423;REMBERCOURT SOMMAISNE;55250
55437;ROMAGNE SOUS LES COTES;55150
55442;RAIVAL;55260
55444;ROUVROIS SUR MEUSE;55300
55448;RUPT DEVANT ST MIHIEL;55260
55449;RUPT EN WOEVRE;55320
55450;RUPT SUR OTHAIN;55150
55460;ST JULIEN SOUS LES COTES;55200
55463;ST MIHIEL;55300
55466;SALMAGNE;55000
55467;SAMPIGNY;55300
55473;SAULX LES CHAMPLON;55160
55485;SEPVIGNY;55140
55492;SOMMEDIEUE;55320
55495;SORBEY;55230
55496;SORCY ST MARTIN;55190
55497;LES SOUHESMES RAMPONT;55220
54110;CERVILLE;54420
54114;CHAMPEY SUR MOSELLE;54700
54118;CHARENCY VEZIN;54260
54120;CHARMES LA COTE;54113
54123;CHAVIGNY;54230
54135;COLOMBEY LES BELLES;54170
54144;CREVECHAMPS;54290
54147;CRION;54300
54149;CRUSNES;54680
54150;CUSTINES;54670
54156;DIARVILLE;54930
54160;DOMEVRE EN HAYE;54385
54164;DOMMARIE EULMONT;54115
54169;DOMPRIX;54490
54170;DOMPTAIL EN L AIR;54290
54172;DONCOURT LES LONGUYON;54620
54183;ESSEY LA COTE;54830
54184;ESSEY LES NANCY;54270
54196;FLAVIGNY SUR MOSELLE;54630
54200;FLIREY;54470
54210;FREMENIL;54450
54216;FROVILLE;54290
54219;GELLENONCOURT;54110
54228;GIRIVILLER;54830
54232;GONDREVILLE;54840
54234;GORCY;54730
54245;HAIGNEVILLE;54290
54246;HALLOVILLE;54450
54253;HATRIZE;54800
54254;HAUCOURT MOULAINE;54860
54259;HERBEVILLER;54450
54272;JAILLON;54200
54283;JOUAVILLE;54800
54290;LAIX;54720
54293;LANDECOURT;54360
54302;LANTEFONTAINE;54150
54307;LEBEUVILLE;54740
54308;LEINTREY;54450
54311;LENONCOURT;54110
54316;LIMEY REMENAUVILLE;54470
54318;LIVERDUN;54460
54324;LOREY;54290
54331;MAGNIERES;54129
54333;MAILLY SUR SEILLE;54610
54349;MANONVILLER;54300
54355;MARTINCOURT;54380
54359;MEHONCOURT;54360
54367;MEXY;54135
54369;MILLERY;54670
54374;MONCEL SUR SEILLE;54280
54382;MONT ST MARTIN;54350
54387;MORVILLE SUR SEILLE;54700
54393;MOYEN;54118
54395;NANCY;54100
54396;NEUFMAISONS;54540
54399;NEUVILLER SUR MOSELLE;54290
54403;NORROY LES PONT A MOUSSON;54700
54407;OGNEVILLE;54330
54414;PAGNEY DERRIERE BARINE;54200
54428;PIERREPONT;54620
54446;RECHICOURT LA PETITE;54370
54449;REHAINVILLER;54300
54457;REMONCOURT;54370
54462;ROSIERES AUX SALINES;54110
54467;ROZELIEURES;54290
54472;ST CLEMENT;54950
54476;ST JEAN LES LONGUYON;54260
54478;ST MARCEL;54800
54479;ST MARD;54290
54493;SAULNES;54650
54502;SERRES;54370
54507;SIONVILLER;54300
54521;THIL;54880
54532;TREMBLECOURT;54385
54533;TRIEUX;54750
54544;VANDELAINVILLE;54890
55500;SPINCOURT;55230
54546;VANDIERES;54121
55500;SPINCOURT;55230
54561;VENNEZEY;54830
55515;TRESAUVAUX;55160
54563;VEZELISE;54330
55517;SEUIL D ARGONNE;55250
54582;VILLETTE;54260
55530;VALBOIS;55300
54589;VITTONVILLE;54700
55531;VASSINCOURT;55800
54592;VRONCOURT;54330
55534;VAUDEVILLE LE HAUT;55130
55007;AMBLY SUR MEUSE;55300
55536;VAUQUOIS;55270
55008;AMEL SUR L ETANG;55230
55537;DOUAUMONT VAUX;55100
55009;ANCEMONT;55320
55541;VAVINCOURT;55000
55012;APREMONT LA FORET;55300
55551;VIGNEULLES LES HATTONCHATEL;55210
55026;BADONVILLIERS GERAUVILLIERS;55130
55551;VIGNEULLES LES HATTONCHATEL;55210
55027;BANNONCOURT;55300
55554;VILLECLOYE;55600
55040;BEAUSITE;55250
55555;VILLE DEVANT BELRAIN;55260
55041;BEHONNE;55000
55570;VILLOTTE SUR AIRE;55260
55047;BETHELAINVILLE;55100
55575;VOUTHON HAUT;55130
55048;BETHINCOURT;55270
55577;WALY;55250
55050;BEZONVAUX;55100
55581;WILLERONCOURT;55500
55053;BILLY SOUS MANGIENNES;55230
55586;XIVRAY ET MARVOISIN;55300
55055;BLANZEE;55400
56020;BOHAL;56140
55058;BONCOURT SUR MEUSE;55200
56025;BRIGNAC;56430
55063;BOULIGNY;55240
56028;CADEN;56220
55064;BOUQUEMONT;55300
56033;CARENTOIR;56910
55069;BRABANT LE ROI;55800
56045;LE COURS;56230
55079;BRILLON EN BARROIS;55000
56048;LE CROISTY;56540
55082;BROCOURT EN ARGONNE;55120
56049;CROIXANVEC;56920
55087;BURE;55290
56056;EVRIGUET;56490
55089;BUREY LA COTE;55140
56058;FEREL;56130
55093;BUXIERES SOUS LES COTES;55300
56061;LA GACILLY;56200
55095;CESSE;55700
56062;GAVRES;56680
55097;CHALAINES;55140
56065;GOURHEL;56800
55107;CHAUMONT DEVANT DAMVILLERS;55150
56070;GUEGON;56120
55113;CHEPPY;55270
56078;GUIDEL;56520
55117;CLERMONT EN ARGONNE;55120
56084;LE HEZO;56450
55117;CLERMONT EN ARGONNE;55120
56092;KERFOURN;56920
55117;CLERMONT EN ARGONNE;55120
56096;LANDAUL;56690
55118;CLERY LE GRAND;55110
56101;LANGUIDIC;56440
55119;CLERY LE PETIT;55110
56103;LANTILLAC;56120
55124;CONSENVOYE;55110
56106;LARMOR BADEN;56870
55125;CONTRISSON;55800
56112;LIZIO;56460
55127;COURCELLES EN BARROIS;55260
56114;LOCMARIA;56360
55134;COUVONGES;55800
56116;LOCMARIAQUER;56740
55137;CUISY;55270
56121;LORIENT;56100
55141;DAGONVILLE;55500
56137;MONTERBLANC;56250
55148;DELOUZE ROSIERES;55130
56140;MOREAC;56500
55155;DOMBASLE EN ARGONNE;55120
56145;NEANT SUR YVEL;56430
55171;EIX;55400
56155;PENESTIN;56760
55174;EPINONVILLE;55270
56158;PLESCOP;56890
55177;ERIZE LA PETITE;55260
56160;PLEUGRIFFET;56120
55178;ERIZE ST DIZIER;55000
56164;PLOEREN;56880
55179;ERNEVILLE AUX BOIS;55500
56172;PLUMELEC;56420
55180;ESNES EN ARGONNE;55100
56177;PLUVIGNER;56330
55185;EVRES;55250
56182;PRIZIAC;56320
55188;FLASSIGNY;55600
56185;QUEVEN;56530
55196;FREMEREVILLE SOUS LES COTES;55200
56197;VAL D OUST;56460
55197;FRESNES AU MONT;55260
56202;ST ABRAHAM;56140
55200;FROMEREVILLE LES VALLONS;55100
56208;ST BRIEUC DE MAURON;56430
55204;GENICOURT SUR MEUSE;55320
56209;STE BRIGITTE;56480
55215;GONDRECOURT LE CHATEAU;55130
56213;ST GERAND;56920
55215;GONDRECOURT LE CHATEAU;55130
56215;ST GONNERY;56920
55216;GOURAINCOURT;55230
56218;ST GRAVE;56220
55218;GREMILLY;55150
56221;ST JACUT LES PINS;56220
55225;HALLES SOUS LES COTES;55700
56222;ST JEAN BREVELAY;56660
55229;HAN SUR MEUSE;55300
56255;TREFFLEAN;56250
55229;HAN SUR MEUSE;55300
56260;VANNES;56000
55241;HEIPPES;55220
57006;ACHEN;57412
55243;HERBEUVILLE;55210
57012;ALGRANGE;57440
55246;HEVILLIERS;55290
57014;ALTRIPPE;57660
55257;JOUY EN ARGONNE;55120
57015;ALTVILLER;57730
55258;GEVILLE;55200
57020;ANCERVILLE;57580
55267;LACHAUSSEE;55210
57021;ANCY DORNOT;57130
55269;LAHAYMEIX;55260
57022;ANGEVILLERS;57440
55274;LAMORVILLE;55300
57027;ARRAINCOURT;57380
55275;LAMOUILLY;55700
57033;ARZVILLER;57405
55278;LANEUVILLE AU RUPT;55190
57035;ASSENONCOURT;57260
55281;LATOUR EN WOEVRE;55160
57046;BAERENTHAL;57230
55282;LAVALLEE;55260
57048;BANNAY;57220
55286;LEMMES;55220
57051;BARONVILLE;57340
55297;LISSEY;55150
57052;BARST;57450
55304;LOUPPY LE CHATEAU;55800
57053;BASSING;57260
55315;MANDRES EN BARROIS;55290
57055;BAZONCOURT;57530
55321;MARRE;55100
57087;BISTEN EN LORRAINE;57220
55327;MAUVAGES;55190
57091;BLIESBRUCK;57200
55338;MILLY SUR BRADON;55110
57096;BOULANGE;57655
55339;MOGEVILLE;55400
57100;BOURSCHEID;57370
55350;MONTIGNY LES VAUCOULEURS;55140
57106;BOUZONVILLE;57320
55352;MONTPLONNE;55000
57116;BUCHY;57420
55357;MORGEMOULIN;55400
57132;CHATEAU SALINS;57170
55361;MOULAINVILLE;55400
57133;CHATEAU VOUE;57170
55368;NAIVES EN BLOIS;55190
57142;CHIEULLES;57070
55371;NANCOIS LE GRAND;55500
57143;CLOUANGE;57185
55373;NANT LE GRAND;55500
57145;COINCY;57530
55375;NANTILLOIS;55270
57160;CREUTZWALD;57150
55378;NETTANCOURT;55800
57163;DABO;57850
55381;NEUVILLE LES VAUCOULEURS;55140
57163;DABO;57850
55387;NOUILLONPONT;55230
57166;DALHAIN;57340
55394;ORNES;55150
57171;DELME;57590
55397;PAGNY LA BLANCHE COTE;55140
57172;DENTING;57220
55410;QUINCY LANDZECOURT;55600
57174;DESTRY;57340
55423;REMBERCOURT SOMMAISNE;55250
57177;DIEUZE;57260
55426;RESSON;55000
57180;DOLVING;57400
55428;REVILLE AUX BOIS;55150
57186;EBERSVILLER;57320
55438;ROMAGNE SOUS MONTFAUCON;55110
57187;EBLANGE;57220
55447;RUPT AUX NONAINS;55170
57198;ERSTROFF;57660
55452;ST AMAND SUR ORNAIN;55500
57209;FAULQUEMONT;57380
55456;ST GERMAIN SUR MEUSE;55140
57210;FENETRANGE;57930
55457;ST HILAIRE EN WOEVRE;55160
57211;FEVES;57280
55469;SASSEY SUR MEUSE;55110
57214;FIXEM;57570
55470;SAUDRUPT;55000
57221;FLORANGE;57190
55472;SAULVAUX;55500
57224;FOLSCHVILLER;57730
55475;SAUVOY;55190
57227;FORBACH;57600
55484;SEPTSARGES;55270
57228;FOSSIEUX;57590
55494;SOMMELONNE;55170
57230;FOULIGNY;57220
57240;FREYMING MERLEBACH;57800
57241;FRIBOURG;57810
57262;GROSTENQUIN;57660
57265;GUEBESTROFF;57260
57266;GUEBLANGE LES DIEUZE;57260
57274;GUERTING;57880
57280;GUNTZVILLER;57405
57283;HAGONDANGE;57300
57284;HALLERING;57690
57288;HAM SOUS VARSBERG;57880
57290;HAMPONT;57170
57297;HARPRICH;57340
57301;HASPELSCHIEDT;57230
57302;HATTIGNY;57790
57303;HAUCONCOURT;57280
57310;HELLERING LES FENETRANGE;57930
57312;HELSTROFF;57220
57314;HEMING;57830
57316;HENRIVILLE;57450
57321;HESSE;57400
57323;HETTANGE GRANDE;57330
57333;HOMMARTING;57405
57334;HOMMERT;57870
57338;HOTTVILLER;57720
57344;IMLING;57400
57346;INSMING;57670
57353;JUVELIZE;57630
57357;KAPPELKINGER;57430
57364;KIRSCH LES SIERCK;57480
57366;KIRVILLER;57430
57374;LAFRIMBOLLE;57560
57380;LANEUVEVILLE LES LORQUIN;57790
57381;LANEUVEVILLE EN SAULNOIS;57590
57384;LANING;57660
57385;LAQUENEXY;57530
57388;LAUNSTROFF;57480
57393;LENGELSHEIM;57720
57398;LEYVILLER;57660
57403;LIEHON;57420
57411;LOMMERANGE;57650
57412;LONGEVILLE LES METZ;57050
57419;LOUPERSHOUSE;57510
57425;LUPPY;57580
57426;LUTTANGE;57935
57428;MACHEREN;57730
57440;MANHOUE;57590
57444;MARANGE ZONDRANGE;57690
57447;MARLY;57155
